-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2025 in LST
Location: Latitude  -2.5547   Longitude 120.3242 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 658.23 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,WS10M,T2M,PRECTOTCORR,PS,ALLSKY_KT,WSC
2017,6,27,22,0.0,0.0,0.0,0.93,21.75,7.75,94.0,-999.0,1.36
2017,6,27,23,0.0,0.0,0.0,0.94,21.53,6.44,93.99,-999.0,1.3
2017,6,28,0,0.0,0.0,0.0,0.98,21.34,5.51,93.96,-999.0,1.37
2017,6,28,1,0.0,0.0,0.0,1.08,21.18,5.31,93.91,-999.0,1.51
2017,6,28,2,0.0,0.0,0.0,1.19,21.02,5.65,93.87,-999.0,1.68
2017,6,28,3,0.0,0.0,0.0,1.27,20.94,6.31,93.86,-999.0,1.77
2017,6,28,4,0.0,0.0,0.0,1.45,20.93,7.04,93.88,-999.0,1.83
2017,6,28,5,0.0,0.0,0.0,1.56,20.88,7.67,93.9,-999.0,1.98
2017,6,28,6,38.03,29.67,38.67,1.49,21.26,8.03,93.95,0.29,2.04
2017,6,28,7,209.0,148.39,153.22,1.74,22.23,8.53,94.01,0.48,2.01
2017,6,28,8,400.73,309.68,223.91,1.98,22.8,0.01,94.04,0.57,2.09
2017,6,28,9,583.78,595.3,295.26,2.21,23.53,0.01,94.03,0.63,2.22
2017,6,28,10,755.72,907.57,187.18,2.56,24.29,0.01,93.98,0.69,2.53
2017,6,28,11,747.55,464.1,286.41,2.78,24.68,0.01,93.92,0.64,2.72
2017,6,28,12,735.75,450.33,294.14,2.88,24.43,0.01,93.85,0.63,2.84
2017,6,28,13,670.28,422.28,311.89,2.87,24.19,0.01,93.79,0.61,2.87
2017,6,28,14,514.3,301.5,248.38,2.73,23.96,0.01,93.73,0.55,2.76
2017,6,28,15,375.2,356.76,158.86,2.47,23.65,0.01,93.72,0.52,2.51
2017,6,28,16,192.6,197.31,146.28,2.14,23.33,0.01,93.74,0.43,2.2
2017,6,28,17,36.28,44.04,36.4,1.53,22.99,0.01,93.78,0.26,1.89
2017,6,28,18,0.0,0.0,0.0,1.22,22.63,0.01,93.84,-999.0,1.84
2017,6,28,19,0.0,0.0,0.0,1.05,22.47,0.01,93.91,-999.0,1.66
2017,6,28,20,0.0,0.0,0.0,0.95,22.28,0.0,93.96,-999.0,1.3
2017,6,28,21,0.0,0.0,0.0,0.85,22.05,0.0,93.97,-999.0,0.98
2017,6,28,22,0.0,0.0,0.0,0.76,21.96,0.0,93.97,-999.0,0.8
2017,6,28,23,0.0,0.0,0.0,0.7,21.88,0.0,93.95,-999.0,0.71
2017,6,29,0,0.0,0.0,0.0,0.62,21.86,0.0,93.91,-999.0,0.62
2017,6,29,1,0.0,0.0,0.0,0.55,21.82,0.0,93.86,-999.0,0.54
2017,6,29,2,0.0,0.0,0.0,0.44,21.76,0.0,93.83,-999.0,0.42
2017,6,29,3,0.0,0.0,0.0,0.3,21.69,0.0,93.83,-999.0,0.27
2017,6,29,4,0.0,0.0,0.0,0.26,21.58,0.0,93.85,-999.0,0.23
2017,6,29,5,0.0,0.0,0.0,0.26,21.47,0.0,93.87,-999.0,0.2
2017,6,29,6,34.03,56.82,31.43,0.22,21.62,0.0,93.91,0.26,0.13
2017,6,29,7,186.27,260.19,107.51,0.27,22.44,0.0,93.96,0.43,0.3
2017,6,29,8,368.88,318.23,204.13,0.71,23.39,3.19,93.98,0.52,0.68
2017,6,29,9,532.9,285.97,277.98,1.09,24.17,2.61,93.96,0.57,1.03
2017,6,29,10,659.62,334.23,336.81,1.3,24.94,2.35,93.91,0.61,1.19
2017,6,29,11,755.3,488.92,294.95,1.58,25.55,2.38,93.85,0.64,1.41
2017,6,29,12,711.1,456.28,274.3,1.88,25.86,2.61,93.81,0.61,1.68
2017,6,29,13,622.33,424.25,192.41,2.11,25.8,3.12,93.75,0.57,1.92
2017,6,29,14,525.3,498.19,160.81,2.21,25.42,3.62,93.72,0.56,2.07
2017,6,29,15,386.2,390.07,145.13,2.08,24.89,4.22,93.71,0.54,1.99
2017,6,29,16,194.73,255.79,112.14,1.81,24.23,4.69,93.72,0.44,1.81
2017,6,29,17,36.6,46.14,35.64,1.12,23.37,4.91,93.75,0.26,1.37
2017,6,29,18,0.0,0.0,0.0,0.82,22.76,4.9,93.8,-999.0,1.26
2017,6,29,19,0.0,0.0,0.0,0.9,22.5,4.62,93.85,-999.0,1.36
2017,6,29,20,0.0,0.0,0.0,1.08,22.16,4.82,93.91,-999.0,1.45
2017,6,29,21,0.0,0.0,0.0,1.44,21.78,5.28,93.96,-999.0,1.79
2017,6,29,22,0.0,0.0,0.0,1.7,21.48,6.16,93.96,-999.0,2.12
2017,6,29,23,0.0,0.0,0.0,1.72,21.4,7.06,93.94,-999.0,2.01
2017,6,30,0,0.0,0.0,0.0,1.49,21.51,8.69,93.91,-999.0,1.62
2017,6,30,1,0.0,0.0,0.0,1.15,21.68,10.76,93.87,-999.0,1.15
2017,6,30,2,0.0,0.0,0.0,0.68,21.88,13.68,93.84,-999.0,0.6
2017,6,30,3,0.0,0.0,0.0,0.33,21.95,18.78,93.83,-999.0,0.23
2017,6,30,4,0.0,0.0,0.0,0.45,21.88,25.34,93.83,-999.0,0.38
2017,6,30,5,0.0,0.0,0.0,0.87,21.61,30.44,93.83,-999.0,0.82
2017,6,30,6,23.6,0.0,28.35,0.88,21.7,31.66,93.85,0.18,0.86
2017,6,30,7,119.1,25.23,99.61,0.55,22.48,28.58,93.93,0.28,0.61
2017,6,30,8,244.45,44.38,200.41,1.39,22.84,0.04,93.98,0.35,1.4
2017,6,30,9,319.92,33.2,213.41,1.47,23.23,0.04,94.0,0.34,1.48
2017,6,30,10,380.85,2.79,279.08,1.34,23.96,0.04,93.97,0.35,1.33
2017,6,30,11,411.2,10.81,299.42,1.26,24.56,0.04,93.91,0.35,1.23
2017,6,30,12,365.95,40.99,220.3,1.27,24.95,0.04,93.84,0.31,1.2
2017,6,30,13,419.3,19.47,308.1,1.29,25.1,0.04,93.75,0.38,1.2
2017,6,30,14,307.85,122.0,175.57,1.32,24.98,0.04,93.69,0.33,1.23
2017,6,30,15,261.27,111.08,179.49,1.26,24.59,0.04,93.67,0.36,1.19
2017,6,30,16,137.45,46.36,105.41,1.21,24.0,0.03,93.68,0.31,1.2
2017,6,30,17,26.52,18.36,28.63,0.81,23.27,0.03,93.72,0.18,1.01
2017,6,30,18,0.0,0.0,0.0,0.63,22.78,0.03,93.77,-999.0,0.83
2017,6,30,19,0.0,0.0,0.0,0.63,22.68,0.02,93.83,-999.0,0.84
2017,6,30,20,0.0,0.0,0.0,0.7,22.58,0.02,93.86,-999.0,0.9
2017,6,30,21,0.0,0.0,0.0,0.78,22.43,0.02,93.89,-999.0,0.95
2017,6,30,22,0.0,0.0,0.0,0.93,22.12,0.02,93.89,-999.0,1.15
2017,6,30,23,0.0,0.0,0.0,1.14,21.73,0.02,93.87,-999.0,1.37
2017,7,1,0,0.0,0.0,0.0,1.28,21.45,0.02,93.83,-999.0,1.5
2017,7,1,1,0.0,0.0,0.0,1.23,21.23,0.01,93.78,-999.0,1.5
2017,7,1,2,0.0,0.0,0.0,1.11,21.1,0.0,93.76,-999.0,1.44
2017,7,1,3,0.0,0.0,0.0,1.07,21.03,0.0,93.75,-999.0,1.39
2017,7,1,4,0.0,0.0,0.0,1.13,21.02,0.0,93.75,-999.0,1.43
2017,7,1,5,0.0,0.0,0.0,1.09,20.98,0.0,93.75,-999.0,1.35
2017,7,1,6,33.72,84.56,36.09,0.99,21.36,0.0,93.78,0.27,1.1
2017,7,1,7,145.07,259.45,73.56,0.54,22.7,0.0,93.87,0.34,0.49
2017,7,1,8,351.15,433.3,140.2,0.28,23.52,2.7,93.93,0.5,0.17
2017,7,1,9,537.75,339.09,247.39,0.63,23.99,2.61,93.93,0.58,0.43
2017,7,1,10,566.8,247.85,294.29,0.86,24.12,2.57,93.9,0.52,0.64
2017,7,1,11,607.55,143.67,347.75,1.24,24.18,2.7,93.87,0.52,0.98
2017,7,1,12,635.15,102.44,375.49,1.63,24.15,3.38,93.84,0.54,1.42
2017,7,1,13,518.72,195.27,250.51,1.87,23.96,4.36,93.79,0.47,1.73
2017,7,1,14,378.12,41.32,244.82,1.84,23.64,5.21,93.74,0.4,1.78
2017,7,1,15,220.88,47.27,151.18,1.71,23.31,6.74,93.71,0.31,1.7
2017,7,1,16,116.53,32.44,96.36,1.55,22.98,8.45,93.72,0.26,1.58
2017,7,1,17,25.02,7.3,29.03,0.89,22.67,8.9,93.76,0.17,1.11
2017,7,1,18,0.0,0.0,0.0,0.49,22.47,8.73,93.8,-999.0,0.76
2017,7,1,19,0.0,0.0,0.0,0.47,22.34,7.28,93.87,-999.0,0.71
2017,7,1,20,0.0,0.0,0.0,0.55,22.2,7.14,93.93,-999.0,0.71
2017,7,1,21,0.0,0.0,0.0,0.46,22.09,8.73,93.95,-999.0,0.57
2017,7,1,22,0.0,0.0,0.0,0.45,21.9,10.73,93.95,-999.0,0.45
2017,7,1,23,0.0,0.0,0.0,0.9,21.65,11.89,93.9,-999.0,1.19
2017,7,2,0,0.0,0.0,0.0,1.32,21.49,15.03,93.85,-999.0,1.77
2017,7,2,1,0.0,0.0,0.0,1.35,21.36,20.8,93.79,-999.0,1.73
2017,7,2,2,0.0,0.0,0.0,1.29,21.32,25.31,93.78,-999.0,1.59
2017,7,2,3,0.0,0.0,0.0,1.15,21.39,27.44,93.8,-999.0,1.41
2017,7,2,4,0.0,0.0,0.0,1.16,21.4,27.28,93.84,-999.0,1.47
2017,7,2,5,0.0,0.0,0.0,1.42,21.32,25.56,93.88,-999.0,1.85
2017,7,2,6,19.75,0.0,23.72,1.46,21.35,21.93,93.94,0.16,1.96
2017,7,2,7,105.05,0.58,105.03,1.27,22.02,15.64,94.03,0.24,1.86
2017,7,2,8,206.48,2.87,173.05,1.4,22.4,2.16,94.07,0.29,1.69
2017,7,2,9,412.95,32.23,277.35,1.32,22.48,1.69,94.07,0.44,1.42
2017,7,2,10,504.7,205.37,326.0,1.23,22.77,0.97,94.03,0.46,1.25
2017,7,2,11,458.42,290.98,271.7,0.94,23.27,0.68,93.98,0.39,0.94
2017,7,2,12,472.05,22.11,341.56,0.79,23.87,0.85,93.92,0.4,0.71
2017,7,2,13,441.23,4.21,328.09,0.92,24.15,1.19,93.85,0.4,0.74
2017,7,2,14,410.98,29.09,309.55,1.16,24.07,1.23,93.8,0.44,0.97
2017,7,2,15,268.17,17.68,224.18,1.21,23.96,0.79,93.79,0.37,1.04
2017,7,2,16,142.5,0.44,133.86,1.25,23.54,0.82,93.81,0.32,1.14
2017,7,2,17,32.85,0.0,38.22,0.99,22.75,0.86,93.85,0.22,1.18
2017,7,2,18,0.0,0.0,0.0,0.98,22.05,0.6,93.9,-999.0,1.17
2017,7,2,19,0.0,0.0,0.0,1.08,21.86,0.31,93.97,-999.0,1.22
2017,7,2,20,0.0,0.0,0.0,1.03,21.82,0.19,94.0,-999.0,1.11
2017,7,2,21,0.0,0.0,0.0,0.86,21.84,0.18,94.02,-999.0,0.91
2017,7,2,22,0.0,0.0,0.0,0.84,21.82,0.22,94.01,-999.0,0.89
2017,7,2,23,0.0,0.0,0.0,0.94,21.63,0.21,94.01,-999.0,1.05
2017,7,3,0,0.0,0.0,0.0,1.03,21.37,0.2,93.98,-999.0,1.24
2017,7,3,1,0.0,0.0,0.0,1.07,21.16,0.26,93.95,-999.0,1.28
2017,7,3,2,0.0,0.0,0.0,1.08,20.95,0.51,93.92,-999.0,1.29
2017,7,3,3,0.0,0.0,0.0,1.16,20.77,0.64,93.9,-999.0,1.37
2017,7,3,4,0.0,0.0,0.0,1.17,20.7,0.63,93.91,-999.0,1.34
2017,7,3,5,0.0,0.0,0.0,1.02,20.85,0.33,93.94,-999.0,1.1
2017,7,3,6,34.45,12.55,41.26,0.76,21.13,0.08,93.97,0.27,0.75
2017,7,3,7,167.43,24.3,140.95,0.3,21.88,0.02,94.03,0.39,0.24
2017,7,3,8,310.95,45.42,241.6,0.44,22.74,0.11,94.05,0.44,0.47
2017,7,3,9,522.08,145.66,332.18,1.0,23.38,0.2,94.05,0.56,0.93
2017,7,3,10,692.78,408.92,339.02,1.33,24.13,0.47,94.0,0.64,1.19
2017,7,3,11,773.7,472.49,321.65,1.51,24.73,1.32,93.94,0.66,1.33
2017,7,3,12,726.88,386.5,324.06,1.62,24.82,1.89,93.87,0.62,1.41
2017,7,3,13,638.0,294.45,286.35,1.63,24.53,2.9,93.82,0.58,1.43
2017,7,3,14,434.1,203.25,219.82,1.61,24.07,4.29,93.79,0.46,1.43
2017,7,3,15,335.05,214.06,210.13,1.49,23.49,5.52,93.79,0.46,1.37
2017,7,3,16,165.2,135.17,109.45,1.31,22.9,9.18,93.81,0.37,1.29
2017,7,3,17,33.8,33.92,33.74,1.09,22.36,15.86,93.85,0.23,1.26
2017,7,3,18,0.0,0.0,0.0,1.06,22.1,22.7,93.91,-999.0,1.33
2017,7,3,19,0.0,0.0,0.0,0.98,22.06,26.75,93.97,-999.0,1.17
2017,7,3,20,0.0,0.0,0.0,0.76,22.07,25.03,94.0,-999.0,0.86
2017,7,3,21,0.0,0.0,0.0,0.6,22.05,24.76,94.02,-999.0,0.71
2017,7,3,22,0.0,0.0,0.0,0.49,22.02,25.46,94.0,-999.0,0.66
2017,7,3,23,0.0,0.0,0.0,0.65,21.93,24.8,93.97,-999.0,0.86
2017,7,4,0,0.0,0.0,0.0,0.75,21.87,25.06,93.93,-999.0,0.98
2017,7,4,1,0.0,0.0,0.0,0.7,21.81,24.14,93.9,-999.0,0.93
2017,7,4,2,0.0,0.0,0.0,0.68,21.74,22.31,93.87,-999.0,0.85
2017,7,4,3,0.0,0.0,0.0,0.79,21.55,22.45,93.87,-999.0,0.91
2017,7,4,4,0.0,0.0,0.0,0.98,21.29,25.53,93.88,-999.0,1.1
2017,7,4,5,0.0,0.0,0.0,1.12,21.07,31.35,93.92,-999.0,1.24
2017,7,4,6,27.52,6.31,33.0,1.17,21.26,38.55,93.98,0.22,1.34
2017,7,4,7,144.18,23.8,121.12,1.23,22.13,46.47,94.05,0.34,1.33
2017,7,4,8,297.4,66.3,228.24,1.3,22.42,2.98,94.08,0.42,1.32
2017,7,4,9,283.08,12.92,217.22,1.38,22.62,3.05,94.08,0.3,1.33
2017,7,4,10,469.65,3.88,344.03,1.51,23.12,2.82,94.03,0.43,1.41
2017,7,4,11,571.33,47.29,364.29,1.67,23.8,2.45,93.98,0.49,1.54
2017,7,4,12,433.42,3.04,317.46,1.83,24.31,2.27,93.92,0.37,1.68
2017,7,4,13,273.67,2.8,203.45,1.95,24.5,2.4,93.85,0.25,1.79
2017,7,4,14,229.88,16.91,173.05,2.0,24.36,2.69,93.8,0.24,1.85
2017,7,4,15,265.95,32.27,193.93,1.85,23.84,3.03,93.78,0.37,1.74
2017,7,4,16,146.23,89.23,112.33,1.5,23.21,2.91,93.81,0.32,1.44
2017,7,4,17,33.88,53.9,33.34,1.0,22.56,2.87,93.85,0.23,1.14
2017,7,4,18,0.0,0.0,0.0,0.59,22.05,2.82,93.91,-999.0,0.97
2017,7,4,19,0.0,0.0,0.0,0.44,21.98,2.67,93.97,-999.0,0.73
2017,7,4,20,0.0,0.0,0.0,0.34,21.89,2.46,94.02,-999.0,0.53
2017,7,4,21,0.0,0.0,0.0,0.44,21.75,2.2,94.03,-999.0,0.55
2017,7,4,22,0.0,0.0,0.0,0.54,21.62,1.93,94.03,-999.0,0.61
2017,7,4,23,0.0,0.0,0.0,0.63,21.41,1.61,94.02,-999.0,0.69
2017,7,5,0,0.0,0.0,0.0,0.67,21.32,1.27,93.98,-999.0,0.72
2017,7,5,1,0.0,0.0,0.0,0.77,21.25,1.02,93.94,-999.0,0.79
2017,7,5,2,0.0,0.0,0.0,0.89,21.13,0.83,93.9,-999.0,0.9
2017,7,5,3,0.0,0.0,0.0,1.06,21.03,0.59,93.89,-999.0,1.08
2017,7,5,4,0.0,0.0,0.0,1.21,20.85,0.38,93.9,-999.0,1.24
2017,7,5,5,0.0,0.0,0.0,1.22,20.72,0.29,93.93,-999.0,1.23
2017,7,5,6,36.67,98.56,33.32,1.17,20.86,0.2,93.98,0.3,1.19
2017,7,5,7,222.52,405.38,88.19,0.45,22.03,0.18,94.04,0.52,0.53
2017,7,5,8,452.92,517.75,154.3,0.34,23.18,1.73,94.07,0.64,0.27
2017,7,5,9,634.2,575.26,187.49,0.72,24.34,1.75,94.07,0.68,0.58
2017,7,5,10,750.17,612.55,223.53,1.07,25.31,1.88,94.03,0.69,0.86
2017,7,5,11,772.1,555.03,245.15,1.29,25.85,2.46,93.98,0.66,1.04
2017,7,5,12,791.72,531.17,295.32,1.38,26.06,3.03,93.89,0.67,1.1
2017,7,5,13,743.35,564.19,235.24,1.5,26.08,3.27,93.8,0.68,1.21
2017,7,5,14,545.4,513.69,163.83,1.67,25.89,4.05,93.74,0.58,1.41
2017,7,5,15,403.42,398.38,147.24,1.76,25.44,4.7,93.73,0.56,1.58
2017,7,5,16,208.0,333.86,108.7,1.7,24.76,5.71,93.75,0.46,1.63
2017,7,5,17,41.33,65.87,35.86,1.31,23.72,6.39,93.8,0.28,1.59
2017,7,5,18,0.0,0.0,0.0,1.21,22.84,6.89,93.87,-999.0,1.66
2017,7,5,19,0.0,0.0,0.0,1.27,22.7,6.72,93.95,-999.0,1.68
2017,7,5,20,0.0,0.0,0.0,1.2,22.57,6.29,94.01,-999.0,1.5
2017,7,5,21,0.0,0.0,0.0,0.98,22.45,5.68,94.02,-999.0,1.2
2017,7,5,22,0.0,0.0,0.0,0.74,22.36,5.14,94.02,-999.0,0.89
2017,7,5,23,0.0,0.0,0.0,0.34,22.31,4.61,94.02,-999.0,0.4
2017,7,6,0,0.0,0.0,0.0,0.24,22.17,4.52,93.98,-999.0,0.19
2017,7,6,1,0.0,0.0,0.0,0.53,22.02,5.56,93.95,-999.0,0.55
2017,7,6,2,0.0,0.0,0.0,0.8,21.79,4.64,93.93,-999.0,0.85
2017,7,6,3,0.0,0.0,0.0,1.11,21.55,4.05,93.91,-999.0,1.19
2017,7,6,4,0.0,0.0,0.0,1.32,21.33,3.66,93.91,-999.0,1.43
2017,7,6,5,0.0,0.0,0.0,1.3,21.25,3.01,93.94,-999.0,1.38
2017,7,6,6,36.65,61.73,36.11,1.17,21.56,2.63,93.99,0.3,1.25
2017,7,6,7,218.82,250.96,114.92,0.85,22.44,2.08,94.04,0.51,0.85
2017,7,6,8,431.83,445.06,183.61,0.42,23.04,6.12,94.08,0.61,0.43
2017,7,6,9,635.6,558.85,208.95,0.79,23.58,8.46,94.08,0.68,0.68
2017,7,6,10,760.1,621.58,233.89,1.04,24.28,8.67,94.04,0.7,0.9
2017,7,6,11,757.35,435.97,295.02,1.17,24.51,5.64,93.99,0.64,1.01
2017,7,6,12,724.92,350.29,312.86,1.25,24.64,5.41,93.92,0.61,1.06
2017,7,6,13,693.53,399.58,268.82,1.2,24.5,6.63,93.85,0.63,1.01
2017,7,6,14,559.2,502.49,179.03,1.06,24.26,5.81,93.78,0.59,0.89
2017,7,6,15,382.1,483.93,135.26,0.89,24.01,7.57,93.74,0.53,0.78
2017,7,6,16,195.38,282.98,107.59,0.74,23.66,10.77,93.75,0.43,0.7
2017,7,6,17,37.83,89.67,35.09,0.59,23.05,14.41,93.78,0.25,0.75
2017,7,6,18,0.0,0.0,0.0,0.79,22.55,14.11,93.85,-999.0,0.95
2017,7,6,19,0.0,0.0,0.0,0.98,22.36,15.54,93.93,-999.0,1.16
2017,7,6,20,0.0,0.0,0.0,1.13,22.16,15.61,93.99,-999.0,1.33
2017,7,6,21,0.0,0.0,0.0,1.14,22.01,19.39,94.0,-999.0,1.34
2017,7,6,22,0.0,0.0,0.0,1.13,21.91,19.52,94.0,-999.0,1.3
2017,7,6,23,0.0,0.0,0.0,1.14,21.76,18.79,93.97,-999.0,1.28
2017,7,7,0,0.0,0.0,0.0,1.13,21.63,18.64,93.93,-999.0,1.23
2017,7,7,1,0.0,0.0,0.0,1.08,21.51,22.13,93.87,-999.0,1.13
2017,7,7,2,0.0,0.0,0.0,0.99,21.45,25.31,93.83,-999.0,1.01
2017,7,7,3,0.0,0.0,0.0,0.88,21.41,26.56,93.83,-999.0,0.88
2017,7,7,4,0.0,0.0,0.0,0.73,21.43,26.55,93.86,-999.0,0.7
2017,7,7,5,0.0,0.0,0.0,0.58,21.5,25.18,93.89,-999.0,0.53
2017,7,7,6,37.9,54.12,38.74,0.52,21.67,23.44,93.92,0.31,0.46
2017,7,7,7,226.82,228.23,135.06,0.19,22.38,20.25,93.97,0.53,0.24
2017,7,7,8,445.45,588.31,144.6,0.36,23.16,9.03,94.0,0.63,0.33
2017,7,7,9,606.38,447.85,257.17,0.8,23.77,6.37,94.0,0.65,0.68
2017,7,7,10,726.9,548.97,261.81,1.16,24.44,3.67,93.96,0.67,0.95
2017,7,7,11,761.42,525.94,255.28,1.39,25.55,2.89,93.89,0.65,1.12
2017,7,7,12,771.45,593.78,199.48,1.59,25.96,2.43,93.81,0.65,1.28
2017,7,7,13,691.72,533.27,222.93,1.68,26.01,2.59,93.75,0.63,1.37
2017,7,7,14,556.22,423.34,177.61,1.68,25.82,3.96,93.71,0.59,1.41
2017,7,7,15,423.73,433.17,173.41,1.62,25.3,4.8,93.69,0.58,1.41
2017,7,7,16,219.5,302.33,106.51,1.51,24.4,5.87,93.72,0.48,1.45
2017,7,7,17,44.25,101.56,37.83,1.1,23.46,7.25,93.77,0.29,1.43
2017,7,7,18,0.0,0.0,0.0,1.07,22.9,8.42,93.84,-999.0,1.43
2017,7,7,19,0.0,0.0,0.0,1.18,22.67,9.72,93.93,-999.0,1.48
2017,7,7,20,0.0,0.0,0.0,1.22,22.4,11.83,94.01,-999.0,1.47
2017,7,7,21,0.0,0.0,0.0,1.15,22.28,11.79,94.05,-999.0,1.31
2017,7,7,22,0.0,0.0,0.0,1.03,22.2,11.14,94.05,-999.0,1.12
2017,7,7,23,0.0,0.0,0.0,0.85,22.19,9.68,94.04,-999.0,0.92
2017,7,8,0,0.0,0.0,0.0,0.77,22.1,9.62,93.99,-999.0,0.84
2017,7,8,1,0.0,0.0,0.0,0.81,21.98,10.18,93.93,-999.0,0.88
2017,7,8,2,0.0,0.0,0.0,0.96,21.81,10.35,93.9,-999.0,1.02
2017,7,8,3,0.0,0.0,0.0,1.04,21.65,9.62,93.88,-999.0,1.11
2017,7,8,4,0.0,0.0,0.0,1.1,21.5,9.03,93.9,-999.0,1.17
2017,7,8,5,0.0,0.0,0.0,1.15,21.31,8.31,93.92,-999.0,1.23
2017,7,8,6,37.55,53.78,38.04,1.16,21.58,7.73,93.96,0.31,1.24
2017,7,8,7,215.68,276.16,114.02,1.18,22.46,7.69,94.03,0.51,1.26
2017,7,8,8,419.23,553.47,132.1,1.39,23.24,0.7,94.06,0.6,1.41
2017,7,8,9,585.3,455.68,243.62,1.51,24.22,0.72,94.05,0.63,1.44
2017,7,8,10,700.3,499.05,240.46,1.69,25.03,0.79,94.01,0.64,1.55
2017,7,8,11,759.78,467.29,282.89,1.74,25.5,0.81,93.94,0.65,1.53
2017,7,8,12,709.92,513.22,223.41,1.73,25.74,0.68,93.86,0.6,1.48
2017,7,8,13,667.22,444.0,235.31,1.72,25.9,0.72,93.79,0.6,1.44
2017,7,8,14,539.67,375.0,225.85,1.73,25.92,0.68,93.73,0.57,1.45
2017,7,8,15,367.33,290.27,186.86,1.7,25.6,0.74,93.71,0.5,1.49
2017,7,8,16,192.25,152.57,114.63,1.6,24.92,0.77,93.73,0.42,1.5
2017,7,8,17,41.47,56.8,41.36,1.13,23.9,0.75,93.77,0.27,1.32
2017,7,8,18,0.0,0.0,0.0,0.77,23.2,0.71,93.81,-999.0,1.04
2017,7,8,19,0.0,0.0,0.0,0.75,23.09,0.64,93.86,-999.0,0.97
2017,7,8,20,0.0,0.0,0.0,0.81,22.94,0.51,93.9,-999.0,0.99
2017,7,8,21,0.0,0.0,0.0,0.98,22.75,0.42,93.92,-999.0,1.17
2017,7,8,22,0.0,0.0,0.0,1.19,22.6,0.43,93.93,-999.0,1.39
2017,7,8,23,0.0,0.0,0.0,1.29,22.4,0.45,93.92,-999.0,1.52
2017,7,9,0,0.0,0.0,0.0,1.35,22.12,0.61,93.89,-999.0,1.63
2017,7,9,1,0.0,0.0,0.0,1.45,21.75,0.8,93.85,-999.0,1.77
2017,7,9,2,0.0,0.0,0.0,1.47,21.44,1.09,93.84,-999.0,1.79
2017,7,9,3,0.0,0.0,0.0,1.37,21.31,1.37,93.84,-999.0,1.65
2017,7,9,4,0.0,0.0,0.0,1.24,21.25,1.64,93.85,-999.0,1.51
2017,7,9,5,0.0,0.0,0.0,1.18,21.15,1.74,93.86,-999.0,1.43
2017,7,9,6,25.42,12.91,30.42,1.3,21.33,1.78,93.9,0.21,1.5
2017,7,9,7,134.62,55.78,101.65,1.24,22.37,1.77,93.97,0.32,1.42
2017,7,9,8,271.7,79.67,188.23,1.0,23.62,21.64,94.03,0.39,1.13
2017,7,9,9,487.8,241.26,252.58,0.96,24.89,15.26,94.03,0.52,0.96
2017,7,9,10,531.28,129.64,298.86,1.77,25.52,7.91,93.99,0.49,1.54
2017,7,9,11,627.33,203.66,331.98,2.62,25.55,6.4,93.93,0.53,2.36
2017,7,9,12,646.45,313.2,290.14,3.04,25.17,7.35,93.85,0.55,2.86
2017,7,9,13,613.92,374.13,260.27,3.01,24.55,8.9,93.76,0.56,2.96
2017,7,9,14,504.77,384.69,201.6,2.77,24.3,11.67,93.7,0.53,2.75
2017,7,9,15,346.95,348.13,144.1,2.49,24.0,13.66,93.69,0.48,2.48
2017,7,9,16,179.35,172.45,123.08,2.06,23.39,14.22,93.71,0.39,2.06
2017,7,9,17,36.2,58.34,31.35,1.39,22.78,13.49,93.76,0.24,1.6
2017,7,9,18,0.0,0.0,0.0,1.07,22.23,10.75,93.84,-999.0,1.45
2017,7,9,19,0.0,0.0,0.0,0.95,22.05,7.06,93.94,-999.0,1.26
2017,7,9,20,0.0,0.0,0.0,0.73,22.0,4.62,94.02,-999.0,1.07
2017,7,9,21,0.0,0.0,0.0,0.52,21.98,3.46,94.06,-999.0,0.82
2017,7,9,22,0.0,0.0,0.0,0.33,21.86,3.08,94.06,-999.0,0.53
2017,7,9,23,0.0,0.0,0.0,0.09,21.79,2.73,94.02,-999.0,0.16
2017,7,10,0,0.0,0.0,0.0,0.26,21.75,2.27,93.96,-999.0,0.24
