-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2025 in LST
Location: Latitude  -4.5301   Longitude 136.8935 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 303.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,WS10M,T2M,PRECTOTCORR,PS,ALLSKY_KT,WSC
2016,11,27,11,917.28,561.43,304.8,1.44,29.17,1.08,97.43,0.69,1.24
2016,11,27,12,880.67,518.68,331.56,1.73,29.1,1.03,97.35,0.67,1.63
2016,11,27,13,811.17,657.28,295.86,1.81,28.67,1.11,97.3,0.68,1.83
2016,11,27,14,585.75,513.95,196.5,1.77,28.14,1.14,97.26,0.59,1.89
2016,11,27,15,400.92,489.55,134.09,1.66,27.53,0.98,97.23,0.54,1.85
2016,11,27,16,194.6,266.75,104.86,1.43,26.83,1.08,97.25,0.44,1.67
2016,11,27,17,27.88,32.83,31.15,1.12,25.94,1.07,97.29,0.25,1.46
2016,11,27,18,0.0,0.0,0.0,0.8,25.18,0.92,97.35,-999.0,1.48
2016,11,27,19,0.0,0.0,0.0,0.86,24.77,0.71,97.42,-999.0,1.47
2016,11,27,20,0.0,0.0,0.0,1.05,24.65,0.55,97.49,-999.0,1.23
2016,11,27,21,0.0,0.0,0.0,0.91,24.72,0.52,97.52,-999.0,0.97
2016,11,27,22,0.0,0.0,0.0,0.73,24.83,0.48,97.53,-999.0,0.75
2016,11,27,23,0.0,0.0,0.0,0.83,24.57,0.35,97.49,-999.0,0.93
2016,11,28,0,0.0,0.0,0.0,1.03,24.01,0.37,97.42,-999.0,1.22
2016,11,28,1,0.0,0.0,0.0,1.11,23.52,0.35,97.35,-999.0,1.45
2016,11,28,2,0.0,0.0,0.0,1.1,23.14,0.36,97.3,-999.0,1.71
2016,11,28,3,0.0,0.0,0.0,0.96,23.0,0.45,97.29,-999.0,1.86
2016,11,28,4,0.0,0.0,0.0,0.82,22.95,0.32,97.33,-999.0,1.88
2016,11,28,5,6.47,2.67,8.41,0.8,22.96,0.32,97.4,0.22,1.89
2016,11,28,6,133.1,219.64,84.48,0.83,23.75,0.28,97.47,0.43,1.66
2016,11,28,7,356.2,376.68,176.69,0.63,25.36,0.17,97.54,0.57,0.85
2016,11,28,8,582.85,554.3,200.58,0.19,27.01,0.18,97.57,0.64,0.45
2016,11,28,9,703.42,761.73,206.98,0.4,28.2,2.41,97.56,0.62,0.18
2016,11,28,10,834.4,474.8,329.55,0.94,28.93,1.09,97.5,0.66,0.67
2016,11,28,11,872.67,409.42,364.82,1.3,29.45,0.13,97.42,0.65,1.04
2016,11,28,12,868.1,422.69,413.67,1.69,29.68,0.06,97.33,0.66,1.52
2016,11,28,13,723.67,547.96,223.46,1.89,29.58,0.08,97.26,0.61,1.82
2016,11,28,14,589.45,523.09,204.6,1.87,29.17,0.34,97.19,0.59,1.91
2016,11,28,15,405.12,411.98,144.36,1.74,28.47,1.44,97.18,0.54,1.88
2016,11,28,16,195.38,345.49,120.7,1.5,27.42,3.03,97.2,0.44,1.78
2016,11,28,17,24.85,27.53,26.16,1.21,26.43,3.91,97.25,0.22,1.66
2016,11,28,18,0.0,0.0,0.0,0.98,25.77,2.56,97.31,-999.0,1.92
2016,11,28,19,0.0,0.0,0.0,1.12,25.49,2.72,97.38,-999.0,2.19
2016,11,28,20,0.0,0.0,0.0,1.22,25.32,2.23,97.43,-999.0,2.32
2016,11,28,21,0.0,0.0,0.0,1.28,25.15,3.4,97.45,-999.0,2.4
2016,11,28,22,0.0,0.0,0.0,1.3,24.98,4.29,97.46,-999.0,2.47
2016,11,28,23,0.0,0.0,0.0,1.29,24.87,9.22,97.42,-999.0,2.51
2016,11,29,0,0.0,0.0,0.0,1.29,24.78,15.43,97.36,-999.0,2.55
2016,11,29,1,0.0,0.0,0.0,1.38,24.72,21.69,97.29,-999.0,2.67
2016,11,29,2,0.0,0.0,0.0,1.35,24.57,25.3,97.23,-999.0,2.62
2016,11,29,3,0.0,0.0,0.0,1.15,24.31,30.83,97.27,-999.0,2.11
2016,11,29,4,0.0,0.0,0.0,1.3,24.24,33.36,97.36,-999.0,1.7
2016,11,29,5,4.45,0.0,5.45,1.29,24.07,37.13,97.44,0.15,1.65
2016,11,29,6,64.8,0.0,63.82,1.1,24.21,37.79,97.53,0.21,1.75
2016,11,29,7,178.75,1.54,148.85,1.11,25.05,38.17,97.62,0.29,1.62
2016,11,29,8,315.73,10.24,244.54,1.1,25.54,31.83,97.63,0.35,1.38
2016,11,29,9,590.65,185.52,319.5,0.91,26.15,3.36,97.62,0.53,1.11
2016,11,29,10,762.97,274.56,410.24,0.95,26.67,2.63,97.58,0.6,1.22
2016,11,29,11,693.12,124.16,398.86,1.19,27.27,2.15,97.54,0.52,1.42
2016,11,29,12,673.8,106.87,391.33,1.41,27.59,2.4,97.46,0.52,1.58
2016,11,29,13,515.72,143.19,264.84,1.56,27.68,2.72,97.38,0.43,1.67
2016,11,29,14,332.7,33.36,215.95,1.58,27.48,3.99,97.31,0.33,1.71
2016,11,29,15,84.43,7.87,70.04,1.5,26.96,5.05,97.28,0.11,1.67
2016,11,29,16,48.42,0.0,48.54,1.31,26.36,7.7,97.29,0.11,1.52
2016,11,29,17,9.85,0.0,12.32,1.02,25.78,9.12,97.32,0.09,1.64
2016,11,29,18,0.0,0.0,0.0,0.95,25.21,10.19,97.38,-999.0,1.84
2016,11,29,19,0.0,0.0,0.0,1.25,25.0,11.66,97.46,-999.0,1.7
2016,11,29,20,0.0,0.0,0.0,1.29,24.95,13.33,97.52,-999.0,1.55
2016,11,29,21,0.0,0.0,0.0,1.29,24.92,17.2,97.56,-999.0,1.47
2016,11,29,22,0.0,0.0,0.0,1.21,24.93,20.38,97.57,-999.0,1.33
2016,11,29,23,0.0,0.0,0.0,1.02,25.03,23.31,97.52,-999.0,1.06
2016,11,30,0,0.0,0.0,0.0,0.72,25.11,26.84,97.46,-999.0,0.71
2016,11,30,1,0.0,0.0,0.0,0.43,25.0,29.54,97.41,-999.0,0.42
2016,11,30,2,0.0,0.0,0.0,0.32,24.79,29.76,97.36,-999.0,0.29
2016,11,30,3,0.0,0.0,0.0,0.58,24.5,25.49,97.34,-999.0,0.57
2016,11,30,4,0.0,0.0,0.0,0.64,24.39,20.92,97.39,-999.0,0.65
2016,11,30,5,4.35,0.0,5.32,0.6,24.54,14.89,97.48,0.15,0.59
2016,11,30,6,92.2,16.31,73.62,0.66,24.7,11.75,97.55,0.3,0.65
2016,11,30,7,243.12,40.09,191.5,0.55,25.39,10.01,97.62,0.39,0.7
2016,11,30,8,430.98,87.47,285.27,0.81,26.29,10.42,97.64,0.48,0.99
2016,11,30,9,578.55,56.71,337.44,1.2,26.98,6.9,97.62,0.52,1.19
2016,11,30,10,724.45,91.35,502.83,1.49,27.7,6.3,97.56,0.57,1.44
2016,11,30,11,754.72,242.71,485.54,1.72,28.01,6.59,97.48,0.57,1.68
2016,11,30,12,713.95,239.85,465.28,1.88,28.14,6.41,97.38,0.55,1.92
2016,11,30,13,634.83,88.59,436.87,1.88,28.04,5.77,97.29,0.53,2.0
2016,11,30,14,558.12,375.2,371.12,1.73,27.65,4.56,97.27,0.56,1.9
2016,11,30,15,369.15,281.89,258.57,1.5,27.19,3.13,97.28,0.49,1.69
2016,11,30,16,170.57,71.61,143.93,1.23,26.66,2.31,97.31,0.38,1.41
2016,11,30,17,28.7,3.05,35.82,0.77,25.97,1.61,97.35,0.24,1.21
2016,11,30,18,0.0,0.0,0.0,0.77,25.33,1.83,97.4,-999.0,1.15
2016,11,30,19,0.0,0.0,0.0,1.0,24.98,1.71,97.44,-999.0,1.26
2016,11,30,20,0.0,0.0,0.0,1.15,24.67,1.5,97.51,-999.0,1.41
2016,11,30,21,0.0,0.0,0.0,1.28,24.34,1.41,97.54,-999.0,1.61
2016,11,30,22,0.0,0.0,0.0,1.19,23.92,1.3,97.54,-999.0,2.12
2016,11,30,23,0.0,0.0,0.0,1.15,23.83,1.16,97.49,-999.0,2.44
2016,12,1,0,0.0,0.0,0.0,1.28,23.77,0.99,97.42,-999.0,2.41
2016,12,1,1,0.0,0.0,0.0,1.31,23.66,0.55,97.35,-999.0,2.24
2016,12,1,2,0.0,0.0,0.0,1.26,23.55,0.23,97.3,-999.0,2.08
2016,12,1,3,0.0,0.0,0.0,1.1,23.51,0.16,97.3,-999.0,1.91
2016,12,1,4,0.0,0.0,0.0,0.94,23.42,0.23,97.34,-999.0,1.75
2016,12,1,5,5.82,1.63,9.53,0.87,23.24,0.29,97.41,0.21,1.7
2016,12,1,6,101.72,55.16,81.76,0.8,23.61,0.58,97.48,0.33,1.55
2016,12,1,7,290.5,226.77,187.64,0.58,25.2,0.82,97.55,0.47,0.86
2016,12,1,8,549.92,538.52,223.71,0.22,26.98,1.29,97.59,0.61,0.23
2016,12,1,9,700.65,376.31,340.55,0.76,27.93,2.19,97.57,0.63,0.55
2016,12,1,10,833.4,691.37,283.67,1.13,28.48,2.44,97.53,0.66,0.93
2016,12,1,11,809.6,386.58,332.98,1.46,28.75,3.51,97.45,0.61,1.31
2016,12,1,12,754.35,310.12,375.22,1.61,28.8,3.17,97.37,0.58,1.51
2016,12,1,13,660.42,443.56,255.87,1.65,28.57,3.4,97.28,0.55,1.61
2016,12,1,14,506.48,305.34,244.72,1.58,28.11,3.44,97.22,0.5,1.59
2016,12,1,15,318.17,253.91,186.69,1.39,27.55,3.59,97.19,0.42,1.45
2016,12,1,16,156.07,148.16,118.33,1.13,26.83,4.04,97.21,0.35,1.31
2016,12,1,17,23.6,15.26,25.22,0.88,26.05,4.35,97.24,0.2,1.27
2016,12,1,18,0.0,0.0,0.0,0.75,25.34,2.69,97.3,-999.0,1.52
2016,12,1,19,0.0,0.0,0.0,0.82,25.03,2.61,97.37,-999.0,1.67
2016,12,1,20,0.0,0.0,0.0,0.86,24.84,2.67,97.44,-999.0,1.59
2016,12,1,21,0.0,0.0,0.0,0.87,24.62,2.32,97.48,-999.0,1.48
2016,12,1,22,0.0,0.0,0.0,0.95,24.43,2.21,97.46,-999.0,1.38
2016,12,1,23,0.0,0.0,0.0,0.95,24.25,2.22,97.42,-999.0,1.24
2016,12,2,0,0.0,0.0,0.0,0.87,24.1,2.75,97.37,-999.0,1.15
2016,12,2,1,0.0,0.0,0.0,0.81,24.0,2.75,97.32,-999.0,1.09
2016,12,2,2,0.0,0.0,0.0,0.79,23.9,3.17,97.29,-999.0,1.02
2016,12,2,3,0.0,0.0,0.0,0.77,23.87,3.35,97.29,-999.0,0.9
2016,12,2,4,0.0,0.0,0.0,0.73,23.96,2.87,97.35,-999.0,0.79
2016,12,2,5,4.97,0.0,7.7,0.64,24.09,3.16,97.41,0.18,0.64
2016,12,2,6,87.1,85.27,74.29,0.47,24.47,3.04,97.47,0.29,0.49
2016,12,2,7,253.55,146.72,172.01,0.45,25.3,2.67,97.55,0.41,0.59
2016,12,2,8,418.12,253.58,240.96,0.94,26.36,1.75,97.59,0.47,1.02
2016,12,2,9,601.85,143.52,326.05,1.41,27.47,16.33,97.59,0.54,1.45
2016,12,2,10,663.12,74.28,413.37,1.82,28.08,14.57,97.54,0.52,1.92
2016,12,2,11,658.75,86.07,407.95,2.2,28.4,15.7,97.47,0.5,2.38
2016,12,2,12,617.42,82.23,387.44,2.45,28.46,19.71,97.39,0.47,2.72
2016,12,2,13,438.33,55.9,263.87,2.6,28.2,26.79,97.31,0.37,2.98
2016,12,2,14,351.55,46.05,226.19,2.66,27.79,34.41,97.25,0.35,3.14
2016,12,2,15,101.15,34.78,69.28,2.52,27.25,44.93,97.23,0.13,3.02
2016,12,2,16,57.25,24.04,48.3,2.08,26.58,49.34,97.26,0.13,2.49
2016,12,2,17,11.25,0.0,14.07,1.51,25.94,52.3,97.34,0.09,2.07
2016,12,2,18,0.0,0.0,0.0,1.19,25.39,43.86,97.41,-999.0,2.12
2016,12,2,19,0.0,0.0,0.0,1.03,25.08,33.03,97.46,-999.0,2.02
2016,12,2,20,0.0,0.0,0.0,0.92,24.76,36.32,97.5,-999.0,1.78
2016,12,2,21,0.0,0.0,0.0,0.97,24.51,26.7,97.51,-999.0,1.57
2016,12,2,22,0.0,0.0,0.0,1.01,24.26,27.63,97.48,-999.0,1.66
2016,12,2,23,0.0,0.0,0.0,0.97,24.07,22.82,97.43,-999.0,1.93
2016,12,3,0,0.0,0.0,0.0,1.05,23.96,22.87,97.37,-999.0,2.05
2016,12,3,1,0.0,0.0,0.0,1.08,23.84,17.5,97.31,-999.0,2.07
2016,12,3,2,0.0,0.0,0.0,1.07,23.72,14.88,97.27,-999.0,2.01
2016,12,3,3,0.0,0.0,0.0,1.17,23.58,12.7,97.26,-999.0,1.89
2016,12,3,4,0.0,0.0,0.0,1.41,23.5,8.96,97.3,-999.0,1.74
2016,12,3,5,5.88,1.87,9.7,1.36,23.51,7.54,97.35,0.22,1.58
2016,12,3,6,134.88,184.6,87.28,1.22,23.96,7.43,97.43,0.45,1.52
2016,12,3,7,360.23,442.58,161.85,0.91,24.93,9.11,97.5,0.58,1.19
2016,12,3,8,581.53,585.9,195.56,0.86,25.71,14.81,97.52,0.65,1.01
2016,12,3,9,676.97,485.53,222.72,1.05,26.5,5.26,97.52,0.61,1.09
2016,12,3,10,714.83,594.83,272.87,1.38,27.33,6.26,97.47,0.57,1.43
2016,12,3,11,736.0,328.5,341.73,1.76,27.65,9.97,97.4,0.55,1.9
2016,12,3,12,649.47,204.67,382.33,2.02,27.72,14.13,97.33,0.5,2.24
2016,12,3,13,603.65,63.69,420.22,2.22,27.6,18.87,97.25,0.51,2.56
2016,12,3,14,361.42,29.79,235.73,2.36,27.16,28.39,97.19,0.36,2.85
2016,12,3,15,152.18,43.36,105.56,2.31,26.64,31.61,97.18,0.2,2.89
2016,12,3,16,119.4,20.4,100.27,2.01,26.0,35.51,97.19,0.27,2.53
2016,12,3,17,22.48,5.82,28.04,1.63,25.51,32.81,97.26,0.18,2.4
2016,12,3,18,0.0,0.0,0.0,1.49,25.14,28.73,97.34,-999.0,2.56
2016,12,3,19,0.0,0.0,0.0,1.51,25.04,31.74,97.43,-999.0,2.58
2016,12,3,20,0.0,0.0,0.0,1.59,24.96,38.91,97.51,-999.0,2.69
2016,12,3,21,0.0,0.0,0.0,1.59,24.92,45.26,97.55,-999.0,2.69
2016,12,3,22,0.0,0.0,0.0,1.7,24.88,50.1,97.53,-999.0,2.77
2016,12,3,23,0.0,0.0,0.0,1.68,24.82,57.2,97.49,-999.0,2.72
2016,12,4,0,0.0,0.0,0.0,1.67,24.77,61.55,97.43,-999.0,2.68
2016,12,4,1,0.0,0.0,0.0,1.63,24.72,52.65,97.39,-999.0,2.61
2016,12,4,2,0.0,0.0,0.0,1.58,24.6,42.33,97.35,-999.0,2.6
2016,12,4,3,0.0,0.0,0.0,1.29,24.42,35.38,97.35,-999.0,2.3
2016,12,4,4,0.0,0.0,0.0,1.0,24.2,27.91,97.38,-999.0,2.01
2016,12,4,5,3.92,0.0,5.34,0.86,23.94,21.37,97.44,0.15,1.74
2016,12,4,6,73.47,2.85,67.27,0.79,23.97,19.97,97.49,0.25,1.49
2016,12,4,7,203.77,19.07,170.91,0.74,24.65,21.52,97.55,0.33,1.26
2016,12,4,8,364.3,30.75,249.45,0.43,25.93,18.7,97.57,0.41,0.64
2016,12,4,9,458.05,68.45,340.2,0.16,27.22,2.15,97.54,0.41,0.27
2016,12,4,10,460.77,0.16,333.42,0.31,28.26,1.52,97.48,0.36,0.09
2016,12,4,11,547.05,189.57,345.55,0.49,28.73,1.35,97.41,0.41,0.29
2016,12,4,12,621.8,202.55,406.57,0.71,28.82,1.41,97.33,0.48,0.6
2016,12,4,13,665.42,248.55,336.3,0.89,28.58,1.97,97.24,0.56,0.87
2016,12,4,14,506.02,195.48,316.06,0.88,28.06,2.7,97.18,0.5,0.94
2016,12,4,15,334.88,228.22,181.58,0.78,27.37,3.5,97.17,0.44,0.91
2016,12,4,16,162.77,125.44,123.37,0.61,26.66,4.66,97.21,0.36,0.82
2016,12,4,17,26.12,12.29,28.11,0.5,25.94,4.88,97.26,0.21,0.88
2016,12,4,18,0.0,0.0,0.0,0.53,25.24,4.27,97.31,-999.0,1.36
2016,12,4,19,0.0,0.0,0.0,0.56,24.81,3.92,97.38,-999.0,1.41
2016,12,4,20,0.0,0.0,0.0,0.63,24.6,2.64,97.45,-999.0,1.21
2016,12,4,21,0.0,0.0,0.0,0.85,24.46,2.63,97.47,-999.0,1.07
2016,12,4,22,0.0,0.0,0.0,0.86,24.39,2.91,97.46,-999.0,0.98
2016,12,4,23,0.0,0.0,0.0,0.81,24.41,3.69,97.41,-999.0,0.89
2016,12,5,0,0.0,0.0,0.0,0.79,24.42,4.67,97.34,-999.0,0.81
2016,12,5,1,0.0,0.0,0.0,0.89,24.24,4.67,97.27,-999.0,0.91
2016,12,5,2,0.0,0.0,0.0,0.91,24.14,5.46,97.26,-999.0,0.93
2016,12,5,3,0.0,0.0,0.0,0.8,24.19,5.88,97.29,-999.0,0.82
2016,12,5,4,0.0,0.0,0.0,0.69,24.17,6.24,97.36,-999.0,0.69
2016,12,5,5,2.35,0.0,3.2,0.57,24.1,5.21,97.44,0.1,0.57
2016,12,5,6,57.55,23.17,45.04,0.46,24.25,5.14,97.5,0.19,0.45
2016,12,5,7,161.43,55.0,123.53,0.17,24.41,5.37,97.53,0.26,0.13
2016,12,5,8,279.9,51.63,187.63,0.02,24.55,4.87,97.54,0.31,0.14
2016,12,5,9,468.52,11.0,360.9,0.2,25.52,23.88,97.53,0.42,0.21
2016,12,5,10,569.67,49.74,400.66,0.67,26.47,22.0,97.48,0.45,0.44
2016,12,5,11,673.53,197.02,433.59,1.0,27.06,25.04,97.41,0.51,0.75
2016,12,5,12,696.75,237.68,453.43,1.26,27.05,30.43,97.32,0.53,1.08
2016,12,5,13,555.97,80.98,312.57,1.44,27.1,42.97,97.26,0.46,1.38
2016,12,5,14,463.38,202.84,238.84,1.51,26.85,60.75,97.21,0.46,1.55
2016,12,5,15,293.9,137.59,201.84,1.37,26.37,71.85,97.2,0.39,1.48
2016,12,5,16,147.12,97.35,107.53,1.12,25.79,81.53,97.22,0.32,1.26
2016,12,5,17,25.52,16.94,27.12,0.8,25.21,85.49,97.26,0.2,1.1
2016,12,5,18,0.0,0.0,0.0,0.87,24.72,86.93,97.28,-999.0,1.2
2016,12,5,19,0.0,0.0,0.0,0.88,24.42,90.97,97.34,-999.0,1.11
2016,12,5,20,0.0,0.0,0.0,0.8,24.22,84.87,97.4,-999.0,1.05
2016,12,5,21,0.0,0.0,0.0,0.76,24.1,68.68,97.43,-999.0,1.04
2016,12,5,22,0.0,0.0,0.0,0.85,23.91,53.87,97.44,-999.0,1.21
2016,12,5,23,0.0,0.0,0.0,0.84,23.75,44.04,97.4,-999.0,1.42
2016,12,6,0,0.0,0.0,0.0,0.84,23.6,41.48,97.35,-999.0,1.67
2016,12,6,1,0.0,0.0,0.0,0.93,23.44,39.86,97.28,-999.0,1.92
2016,12,6,2,0.0,0.0,0.0,0.97,23.27,43.88,97.24,-999.0,1.99
2016,12,6,3,0.0,0.0,0.0,1.22,23.26,59.35,97.26,-999.0,1.79
2016,12,6,4,0.0,0.0,0.0,1.07,23.79,68.74,97.33,-999.0,1.26
2016,12,6,5,3.33,0.0,4.52,0.43,24.39,59.64,97.42,0.14,0.5
2016,12,6,6,46.42,0.0,44.36,0.21,24.29,41.66,97.48,0.16,0.2
2016,12,6,7,126.55,0.0,106.85,0.22,24.69,35.25,97.54,0.21,0.53
2016,12,6,8,236.5,0.0,180.37,0.37,25.44,37.34,97.55,0.27,0.44
2016,12,6,9,243.02,21.97,153.81,1.05,26.26,6.28,97.53,0.22,1.08
2016,12,6,10,288.67,0.0,211.89,1.59,26.99,7.32,97.46,0.23,1.74
2016,12,6,11,296.42,27.04,186.77,1.96,27.28,8.15,97.38,0.22,2.25
2016,12,6,12,287.55,28.66,182.66,2.2,27.32,8.56,97.3,0.22,2.65
2016,12,6,13,248.18,0.0,178.86,2.35,27.19,10.59,97.23,0.21,2.89
2016,12,6,14,263.33,0.0,201.63,2.28,26.86,11.98,97.19,0.26,2.82
2016,12,6,15,220.15,7.03,184.98,2.01,26.4,12.33,97.2,0.29,2.4
2016,12,6,16,107.03,0.0,107.0,1.74,26.01,12.13,97.23,0.23,2.22
2016,12,6,17,21.6,0.0,25.94,1.49,25.64,13.18,97.27,0.17,2.27
2016,12,6,18,0.0,0.0,0.0,1.3,25.29,10.92,97.31,-999.0,2.27
2016,12,6,19,0.0,0.0,0.0,1.25,25.12,8.77,97.36,-999.0,2.23
2016,12,6,20,0.0,0.0,0.0,1.17,24.97,7.65,97.41,-999.0,2.13
2016,12,6,21,0.0,0.0,0.0,1.1,24.73,7.71,97.44,-999.0,2.05
2016,12,6,22,0.0,0.0,0.0,1.08,24.48,8.98,97.43,-999.0,2.0
2016,12,6,23,0.0,0.0,0.0,1.07,24.15,10.65,97.36,-999.0,1.91
2016,12,7,0,0.0,0.0,0.0,1.15,23.79,13.1,97.26,-999.0,2.06
2016,12,7,1,0.0,0.0,0.0,1.09,23.65,16.45,97.16,-999.0,2.07
2016,12,7,2,0.0,0.0,0.0,0.99,23.73,20.95,97.14,-999.0,1.78
2016,12,7,3,0.0,0.0,0.0,0.97,24.09,22.33,97.19,-999.0,1.23
2016,12,7,4,0.0,0.0,0.0,0.99,24.01,18.21,97.3,-999.0,1.24
2016,12,7,5,3.33,0.0,4.52,1.03,23.58,10.44,97.41,0.14,1.37
2016,12,7,6,58.35,0.0,55.79,0.81,23.81,3.77,97.48,0.2,1.08
2016,12,7,7,179.82,3.16,151.64,0.48,24.45,1.25,97.54,0.3,0.45
2016,12,7,8,324.77,8.13,246.75,0.16,24.81,1.34,97.57,0.37,0.05
2016,12,7,9,440.75,13.45,338.82,0.5,25.85,0.94,97.56,0.4,0.29
2016,12,7,10,566.88,2.21,415.6,1.08,26.54,1.58,97.5,0.45,0.94
2016,12,7,11,581.03,142.36,380.26,1.41,26.98,3.02,97.43,0.44,1.34
2016,12,7,12,516.47,70.07,323.83,1.65,27.39,3.94,97.35,0.4,1.62
2016,12,7,13,366.2,12.64,261.0,1.84,27.71,3.99,97.26,0.31,1.89
2016,12,7,14,264.08,0.37,202.15,1.87,27.55,4.38,97.19,0.26,2.04
2016,12,7,15,143.02,0.0,120.76,1.72,27.09,4.6,97.14,0.19,1.96
2016,12,7,16,86.78,0.0,86.78,1.49,26.45,4.19,97.15,0.19,1.74
2016,12,7,17,17.25,0.0,20.72,1.23,25.57,4.1,97.17,0.13,1.76
2016,12,7,18,0.0,0.0,0.0,0.98,24.69,3.6,97.22,-999.0,1.93
2016,12,7,19,0.0,0.0,0.0,0.99,24.35,3.09,97.29,-999.0,2.08
2016,12,7,20,0.0,0.0,0.0,1.04,24.12,2.96,97.35,-999.0,2.14
2016,12,7,21,0.0,0.0,0.0,0.98,23.94,3.35,97.39,-999.0,2.07
2016,12,7,22,0.0,0.0,0.0,0.89,23.75,4.33,97.38,-999.0,1.81
2016,12,7,23,0.0,0.0,0.0,1.06,23.54,5.29,97.33,-999.0,1.54
2016,12,8,0,0.0,0.0,0.0,1.15,23.37,5.16,97.24,-999.0,1.38
2016,12,8,1,0.0,0.0,0.0,1.15,23.32,5.14,97.16,-999.0,1.29
2016,12,8,2,0.0,0.0,0.0,1.18,23.19,4.87,97.1,-999.0,1.34
2016,12,8,3,0.0,0.0,0.0,1.26,22.95,4.46,97.09,-999.0,1.48
2016,12,8,4,0.0,0.0,0.0,1.32,22.83,4.01,97.11,-999.0,1.65
2016,12,8,5,4.65,3.9,8.96,1.36,22.89,3.37,97.15,0.21,1.7
2016,12,8,6,129.38,188.49,90.44,1.17,23.47,2.68,97.18,0.45,1.43
2016,12,8,7,360.02,527.78,148.42,0.65,24.69,2.11,97.23,0.59,1.0
2016,12,8,8,591.2,625.33,192.92,0.79,25.56,1.78,97.26,0.67,1.03
2016,12,8,9,754.53,595.36,254.84,1.39,26.72,1.51,97.27,0.68,1.56
2016,12,8,10,870.58,579.55,275.91,1.93,27.44,1.41,97.23,0.69,2.09
2016,12,8,11,795.17,521.84,239.56,2.24,27.4,1.91,97.18,0.6,2.53
2016,12,8,12,718.1,368.18,292.01,2.55,27.15,3.11,97.11,0.55,3.01
2016,12,8,13,580.9,337.78,246.65,2.76,26.91,5.05,97.04,0.48,3.38
2016,12,8,14,438.42,238.21,240.68,2.8,26.57,7.44,96.99,0.43,3.53
2016,12,8,15,195.68,165.41,105.5,2.62,26.02,9.3,96.98,0.26,3.37
2016,12,8,16,105.32,102.63,69.55,2.24,25.48,11.14,97.02,0.23,2.87
2016,12,8,17,18.17,24.15,19.0,1.92,25.16,12.92,97.1,0.14,2.76
2016,12,8,18,0.0,0.0,0.0,1.82,24.74,14.4,97.19,-999.0,2.84
2016,12,8,19,0.0,0.0,0.0,1.7,24.5,15.95,97.26,-999.0,2.62
2016,12,8,20,0.0,0.0,0.0,1.52,24.15,19.01,97.34,-999.0,2.44
2016,12,8,21,0.0,0.0,0.0,1.21,23.71,23.04,97.39,-999.0,2.14
2016,12,8,22,0.0,0.0,0.0,1.04,23.34,26.6,97.4,-999.0,1.92
2016,12,8,23,0.0,0.0,0.0,0.89,23.02,28.78,97.37,-999.0,1.75
2016,12,9,0,0.0,0.0,0.0,0.79,22.73,28.86,97.31,-999.0,1.6
2016,12,9,1,0.0,0.0,0.0,0.75,22.52,28.99,97.25,-999.0,1.49
2016,12,9,2,0.0,0.0,0.0,0.74,22.37,30.63,97.21,-999.0,1.47
2016,12,9,3,0.0,0.0,0.0,0.76,22.26,30.49,97.21,-999.0,1.54
2016,12,9,4,0.0,0.0,0.0,0.77,22.21,29.64,97.25,-999.0,1.59
2016,12,9,5,3.3,0.0,4.49,0.78,22.19,28.8,97.3,0.15,1.62
2016,12,9,6,87.65,31.57,77.5,0.78,22.47,27.18,97.35,0.31,1.63
2016,12,9,7,230.48,73.92,190.18,0.96,23.18,23.3,97.39,0.38,1.58
2016,12,9,8,403.42,156.5,289.42,1.15,24.25,17.67,97.38,0.46,1.62
2016,12,9,9,457.92,31.16,287.69,1.52,25.29,15.95,97.32,0.41,1.83
2016,12,9,10,550.3,15.56,400.44,1.91,26.03,10.91,97.27,0.44,2.17
2016,12,9,11,549.4,23.15,384.43,2.15,26.35,8.78,97.24,0.41,2.46
2016,12,9,12,451.73,35.19,278.7,2.24,25.98,7.81,97.22,0.35,2.66
2016,12,9,13,215.77,17.55,151.42,2.12,25.53,7.48,97.18,0.18,2.57
2016,12,9,14,80.93,0.0,61.95,1.86,25.13,7.58,97.16,0.08,2.22
